notation,description,smiles,core_smiles,enum,pathways
S.972.8,S.1425.9,*c1cn(*)c(=O)[nH]c1=N,N=c1cc[nH]c(=O)[nH]1,['Nucleoside'],['MA.1425']
S.972.9,S.972.9,*C1OC(C(=O)O)C(=O)C(O)C1O,O=C(O)C1OCC(O)C(O)C1=O,['Nucleoside'],"['MA.1796', 'MA.972']"
S.972.17,S.972.17,*C1OC(C(=O)O)C(*)C(O)C1O,O=C(O)C1CC(O)C(O)CO1,['Nucleoside'],"['MA.1796', 'MA.972']"
S.1796.37,S.1796.37,*C1C=CC(*)C(C(=O)O)O1,O=C(O)C1CC=CCO1,['Nucleoside'],['MA.1796']
S.1796.22,S.1796.22,*NC(=O)C(*)C(*)CCN=C(N)N,NC(=O)CCCCN=C(N)N,['Nucleoside'],['MA.1796']
S.638.22,S.1796.27,*NC(=O)C(N*)C(*)CCN=C(N)N,NC(=O)C(N)CCCN=C(N)N,['Nucleoside'],['MA.1796']
S.638.22,S.638.22,*NC(=O)C(N)CCCN=C(N)N,NC(=O)C(N)CCCN=C(N)N,['Phosphonate'],['MA.638']
S.638.9,S.1796.32,*NC(=O)C(N*)C(*)CCN(*)C(=N)N,N=C(N)NCCCC(N)C(N)=O,['Nucleoside'],['MA.1796']
S.638.9,S.638.9,*NC(=O)C(N)CCCNC(=N)N,N=C(N)NCCCC(N)C(N)=O,['Phosphonate'],['MA.638']
S.1796.38,S.1796.38,*NC(=O)C(*)C(*)CCN(*)C(=N)N,N=C(N)NCCCCC(N)=O,['Nucleoside'],['MA.1796']
S.659148_G.7,S.659148_G.7,CC1=CC(=O)C2C3=C(CCC2(O)C1)C(=O)c1c(O)cccc1C3=O,CC1=CC(=O)C2C3=C(CCC2(O)C1)C(=O)c1c(O)cccc1C3=O,['TypeIIPolyketide'],['MA.659148_G']
S.659150_A.5,S.659150_A.5,CC(=O)c1c(C)cc2c(c1O)C(=O)c1c(O)cccc1C2=O,CC(=O)c1c(C)cc2c(c1O)C(=O)c1c(O)cccc1C2=O,['TypeIIPolyketide'],['MA.659150_A']
S.1873.4,S.1873.4,CC1NC(=O)C(Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,CC1NC(=O)C(Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,['NonRibosomalPeptide'],"['MA.1361', 'MA.1873']"
S.1873.9,S.1873.9,*C1N(*)c2ccccc2C1(*)CC1C(=O)NC(C)c2nc3ccccc3c(=O)n21,CC1NC(=O)C(CC2CNc3ccccc32)n2c1nc1ccccc1c2=O,['NonRibosomalPeptide'],"['MA.1361', 'MA.1873']"
S.659144.9,S.659144.6,Oc1cc(O)c2c(O)cc(O)cc2c1,Oc1cc(O)c2c(O)cc(O)cc2c1,"['Butyrolactone', 'Melanin', 'TypeIPolyketide']","['MA.1397', 'MA.1733', 'MA.659144']"
S.659144.9,S.659144.7,*Oc1cc(O)cc2cc(O)cc(O)c12,Oc1cc(O)c2c(O)cc(O)cc2c1,['TypeIPolyketide'],['MA.659144']
S.659144.9,S.659144.9,*Oc1cc(O*)c2c(O)cc(O)cc2c1,Oc1cc(O)c2c(O)cc(O)cc2c1,['TypeIPolyketide'],['MA.659144']
S.659144.9,S.659144.12,*Oc1cc(O)c2c(O*)cc(O*)cc2c1,Oc1cc(O)c2c(O)cc(O)cc2c1,['TypeIPolyketide'],['MA.659144']
S.659144.9,S.659144.27,*Oc1cc(O*)c2c(O*)cc(O*)cc2c1,Oc1cc(O)c2c(O)cc(O)cc2c1,['TypeIPolyketide'],['MA.659144']
S.659144.9,S.1397.3,*c1c(O)cc(O)c2c(O)cc(O)cc12,Oc1cc(O)c2c(O)cc(O)cc2c1,['Butyrolactone'],['MA.1397']
S.1733.2,S.1733.2,O=C1CC(O)Cc2cc(O)cc(O)c21,O=C1CC(O)Cc2cc(O)cc(O)c21,['Melanin'],['MA.1733']
S.1733.3,S.1733.3,Oc1cc(O)c2c(O)cccc2c1,Oc1cc(O)c2c(O)cccc2c1,['Melanin'],['MA.1733']
S.1733.4,S.1733.4,O=C1C=CCC2CC(O)CC(=O)C12,O=C1C=CCC2CC(O)CC(=O)C12,['Melanin'],['MA.1733']
S.1733.5,S.1733.5,Oc1cccc2cccc(O)c12,Oc1cccc2cccc(O)c12,['Melanin'],['MA.1733']
S.1923.9,S.1923.9,*C(=O)CCCC(N)C(*)=O,NC(C=O)CCCC=O,['BetaLactam'],['MA.1923']
S.624.17,S.624.17,*CC(C)=C(C(=O)O)N(*)*,CC(C)=C(N)C(=O)O,['BetaLactam'],"['MA.1923', 'MA.624']"
S.624.17,S.1923.26,*CC(C*)=C(C(=O)O)N(*)*,CC(C)=C(N)C(=O)O,['BetaLactam'],['MA.1923']
S.1923.30,S.1923.30,*CC(CO*)=C(C(=O)O)N(*)*,CC(CO)=C(N)C(=O)O,['BetaLactam'],['MA.1923']
S.1699.2,S.1699.1,NCCP(=O)(O)O,NCCP(=O)(O)O,['Phosphonate'],['MA.1699']
S.1699.2,S.1699.2,*C(CN)P(=O)(O)O,NCCP(=O)(O)O,['Phosphonate'],['MA.1699']
S.1699.8,S.1699.4,*/N=C/C(*)P(=O)(O)O,N=CCP(=O)(O)O,['Phosphonate'],['MA.1699']
S.1699.8,S.1699.8,*/N=C(\*)C(*)P(=O)(O)O,N=CCP(=O)(O)O,['Phosphonate'],['MA.1699']
S.1699.12,S.1699.12,*C(C#N)P(=O)(O)O,N#CCP(=O)(O)O,['Phosphonate'],['MA.1699']
S.582.1,S.582.1,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O,"['Aminoglycoside', 'TypeIPolyketide']","['MA.1722', 'MA.582']"
S.582.2,S.582.2,O=C1CC(O)C(O)C(O)C1O,O=C1CC(O)C(O)C(O)C1O,"['Aminoglycoside', 'TypeIPolyketide']","['MA.1722', 'MA.582']"
S.685.12,S.685.12,*C1C(O)OC(CO)C(O)C1O,OCC1OC(O)CC(O)C1O,['Aminoglycoside'],"['MA.582', 'MA.589', 'MA.685']"
S.685.12,S.1516.16,*OC1OC(CO)C(O)C(O)C1*,OCC1OC(O)CC(O)C1O,['Aminoglycoside'],['MA.1516']
S.582.15,S.582.15,*C1OC(CO)C(O)C(O)C1*,OCC1OCCC(O)C1O,['Aminoglycoside'],"['MA.1516', 'MA.582']"
S.582.25,S.582.25,*C1C(O)C(O)OC(CO)C1O,OCC1OC(O)C(O)CC1O,['Aminoglycoside'],['MA.582']
S.582.27,S.582.27,*OC1C(*)CC(*)C(OC2OC(CO)C(O)C(*)C2O)C1O,OCC1OC(OC2CCCC(O)C2O)C(O)CC1O,['Aminoglycoside'],['MA.582']
S.1114.1,S.1114.1,CC(OC1=CC(C(=O)O)=CCC1O)C(=O)O,CC(OC1=CC(C(=O)O)=CCC1O)C(=O)O,['Phenazine'],['MA.1114']
S.1114.3,S.1114.3,*OC(=O)c1ccc(=O)c2nc3c(=CO)ccc(=O)c3[nH]c12,O=C(O)c1ccc(=O)c2nc3c(=CO)ccc(=O)c3[nH]c12,['Phenazine'],['MA.1114']
S.1114.5,S.1114.5,*OC(=O)c1ccc(=O)c2nc3c(=CO)c(=O)cc(O)c3[nH]c12,O=C(O)c1ccc(=O)c2nc3c(=CO)c(=O)cc(O)c3[nH]c12,['Phenazine'],['MA.1114']
S.1494.1,S.1494.1,CC(C)CC(=O)O,CC(C)CC(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.659118.8,S.659118.8,*C(=O)CC(C)C,CC(C)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1494', 'MA.659118']"
S.1494.7,S.1494.7,*C(=O)C(C)=CC=CCC(C)C,CC(C=O)=CC=CCC(C)C,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.1494.9,S.1494.9,CC(=CC=CCC(C)C)c1nc(C(=O)S)cs1,CC(=CC=CCC(C)C)c1nc(C(=O)S)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.1494.10,S.1494.10,CC(=CC=CCC(C)C)c1nc(-c2nc(C(=O)S)cs2)cs1,CC(=CC=CCC(C)C)c1nc(-c2nc(C(=O)S)cs2)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.1494.11,S.1494.11,*C(=O)C=Cc1csc(-c2csc(C(C)=CC=CCC(C)C)n2)n1,CC(=CC=CCC(C)C)c1nc(-c2nc(C=CC=O)cs2)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.1494.13,S.1494.13,*OC(C=Cc1csc(-c2csc(C(C)=CC=CCC(C)C)n2)n1)C(C)C(*)=O,CC(=CC=CCC(C)C)c1nc(-c2nc(C=CC(O)C(C)C=O)cs2)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.1494.26,S.1494.26,*OC(*)C=Cc1csc(-c2csc(C(C)=CC=CCC(C)C)n2)n1,CC(=CC=CCC(C)C)c1nc(-c2nc(C=CCO)cs2)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.1494.21,S.1494.21,*OC(C=Cc1csc(-c2csc(C(C)=CC=CCC(C)C)n2)n1)C(C)C(CC(*)=O)O*,CC(=CC=CCC(C)C)c1nc(-c2nc(C=CC(O)C(C)C(O)CC=O)cs2)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1494']
S.659103.2,S.659103.2,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,['Nucleoside'],['MA.659103']
S.659103.6,S.659103.6,*CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,['Nucleoside'],['MA.659103']
S.659103.8,S.659103.8,*C(CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(O)C(=O)O,O=C(O)C(O)CCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,['Nucleoside'],['MA.659103']
S.659103.8,S.659103.20,*OC(C(=O)O)C(*)CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,O=C(O)C(O)CCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,['Nucleoside'],['MA.659103']
S.659103.10,S.659103.10,*C(*)C(OP(=O)(O)OC1OC(CO)C(O)C(O)C1NC(C)=O)C(=O)O,CC(=O)NC1C(OP(=O)(O)OC(C)C(=O)O)OC(CO)C(O)C1O,['Nucleoside'],['MA.659103']
S.659103.26,S.659103.14,*P(=O)(O)OC1OC(CO)C(O)C(O)C1N,NC1C(O[PH](=O)O)OC(CO)C(O)C1O,['Nucleoside'],['MA.659103']
S.659103.26,S.659103.26,*NC1C(OP(*)(=O)O)OC(CO)C(O)C1O,NC1C(O[PH](=O)O)OC(CO)C(O)C1O,['Nucleoside'],['MA.659103']
S.659103.28,S.659103.28,*C(=O)/C=C/C(C)=C/C(C)CCCCCCCC(C)CC,CCC(C)CCCCCCCC(C)/C=C(C)/C=C/C=O,['Nucleoside'],['MA.659103']
S.659103.25,S.659103.25,*OC(C(=O)O)C(CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)OC1OC(CO)C(O)C(O)C1O,O=C(O)C(O)C(CC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)OC1OC(CO)C(O)C(O)C1O,['Nucleoside'],['MA.659103']
S.1899.1,S.1899.1,CC(C)CC(N)C(=O)O,CC(C)CC(N)C(=O)O,"['Cyclodipeptide', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1774', 'MA.1871', 'MA.1899']"
S.659097.93,S.659084.9,*NC(C(*)=O)C(C)CC,CCC(C)C(N)C=O,"['Cyclodipeptide', 'NonRibosomalPeptide']","['MA.1774', 'MA.1899', 'MA.659084']"
S.659097.93,S.659097.93,*C(=O)C(N)C(C)CC,CCC(C)C(N)C=O,"['Alkaloid', 'NonRibosomalPeptide', 'TypeIPolyketide']","['MA.659036', 'MA.659097']"
S.1899.7,S.1899.5,*CC(C)C1NC(=O)C(CC(C)C)NC1=O,CC(C)CC1NC(=O)C(C(C)C)NC1=O,['Cyclodipeptide'],"['MA.1774', 'MA.1899']"
S.1899.7,S.1899.7,*CC(C)C1NC(=O)C(CC(*)(C)C)NC1=O,CC(C)CC1NC(=O)C(C(C)C)NC1=O,['Cyclodipeptide'],"['MA.1774', 'MA.1899']"
S.1899.7,S.1899.10,*CC(C)C1NC(=O)C(CC(*)(C)C*)NC1=O,CC(C)CC1NC(=O)C(C(C)C)NC1=O,['Cyclodipeptide'],"['MA.1774', 'MA.1899']"
S.1899.7,S.1899.14,*CC(C)C1NC(=O)C(*)(C(*)C(*)(C)C*)NC1=O,CC(C)CC1NC(=O)C(C(C)C)NC1=O,['Cyclodipeptide'],['MA.1899']
S.1899.28,S.1899.28,*CC(=C)C(*)(N*)C(*)=O,C=C(C)C(N)C=O,['Cyclodipeptide'],['MA.1899']
S.838.7,S.838.7,*OC1C(*)CC(O)C(*)C1O,OC1CCC(O)C(O)C1,['Aminoglycoside'],['MA.838']
S.838.14,S.838.14,*C1OC(C=O)C(O)C(O)C1N,NC1COC(C=O)C(O)C1O,['Aminoglycoside'],"['MA.1942', 'MA.838']"
S.838.30,S.838.25,*C1CC(O)C(*)C(O)C1*,OC1CCCC(O)C1,['Aminoglycoside'],['MA.838']
S.838.30,S.838.30,*OC1CC(*)C(*)C(O)C1*,OC1CCCC(O)C1,['Aminoglycoside'],['MA.838']
S.838.18,S.838.18,*CC1OC(O*)C(N)C(O)C1O,CC1OC(O)C(N)C(O)C1O,"['Aminoglycoside', 'Nucleoside']","['MA.1679', 'MA.838']"
S.838.18,S.1679.16,*CC1OC(O*)C(N*)C(O)C1O,CC1OC(O)C(N)C(O)C1O,['Nucleoside'],['MA.1679']
S.838.23,S.838.23,*NCC1OC(O*)C(N)C(O)C1O,NCC1OC(O)C(N)C(O)C1O,['Aminoglycoside'],['MA.838']
S.838.40,S.838.40,*NCC1CCC(N)C(O*)O1,NCC1CCC(N)C(O)O1,['Aminoglycoside'],['MA.838']
S.838.36,S.838.36,*OC1CC(*)C(*)C(O)C1N(*)C,CNC1C(O)CCCC1O,['Aminoglycoside'],['MA.838']
S.659107.1,S.659107.1,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,['Nucleoside'],"['MA.659104', 'MA.659107']"
S.659107.1,S.659104.12,*OC1(CO)OC(COP(=O)(O)O)C(O)C1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,['Nucleoside'],['MA.659104']
S.659107.2,S.659107.2,O=P(O)(O)OC1C(O)C(O)C(O)C1(O)CO,O=P(O)(O)OC1C(O)C(O)C(O)C1(O)CO,['Nucleoside'],['MA.659107']
S.659107.3,S.659107.3,OCC1(O)C(O)C(O)C(O)C1O,OCC1(O)C(O)C(O)C(O)C1O,['Nucleoside'],['MA.659107']
S.659107.4,S.659107.4,OCC1(O)C=C(O)C(O)C1O,OCC1(O)C=C(O)C(O)C1O,['Nucleoside'],['MA.659107']
S.659107.6,S.659107.6,O=C1C=C(CO)C(O)C1O,O=C1C=C(CO)C(O)C1O,['Nucleoside'],['MA.659107']
S.659107.9,S.659107.7,OCC1=CC(O)C(O)C1O,OCC1=CC(O)C(O)C1O,['Nucleoside'],['MA.659107']
S.659107.9,S.659107.9,*OCC1=CC(O)C(O)C1O,OCC1=CC(O)C(O)C1O,['Nucleoside'],['MA.659107']
S.659107.9,S.659107.12,*OC1C=C(CO)C(O)C1O,OCC1=CC(O)C(O)C1O,['Nucleoside'],['MA.659107']
S.659117.5,S.659117.5,*P(=O)(O)O,O=[PH](O)O,"['Butyrolactone', 'Ectoine', 'Nucleoside', 'Phenazine']","['MA.1309', 'MA.1440', 'MA.659107', 'MA.659117']"
S.659107.18,S.659107.14,Nc1ncnc2[nH]cnc12,Nc1ncnc2[nH]cnc12,['Nucleoside'],"['MA.659104', 'MA.659107']"
S.659107.18,S.659107.18,*n1cnc2c(N)ncnc21,Nc1ncnc2[nH]cnc12,['Nucleoside'],"['MA.659104', 'MA.659107']"
S.659107.15,S.659107.15,*C1C=C(CO)C(O)C1O,OCC1=CCC(O)C1O,['Nucleoside'],['MA.659107']
S.659107.17,S.659107.17,*C1CC(CO)C(O)C1O,OCC1CCC(O)C1O,['Nucleoside'],['MA.659107']
S.1394.4,S.1394.4,*C(=O)C1C=C(C(=O)C(C)=N)CC1,CC(=N)C(=O)C1=CC(C=O)CC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1879.33,S.1394.6,*CC(*)=CCC(*)=O,CC=CCC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1879.33,S.1879.33,*C(=O)CC=C(*)C,CC=CCC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1879']
S.1394.8,S.1394.8,*C=C(C*)C(=O)C(C)=N,C=C(C)C(=O)C(C)=N,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.9,S.1394.9,*C(=O)CC=CC=C1C=C(C(=O)C(C)=N)CC1,CC(=N)C(=O)C1=CC(=CC=CCC=O)CC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.11,S.1394.11,*C(=O)CC(=O)CC=CC=C1C=C(C(=O)C(C)=N)CC1,CC(=N)C(=O)C1=CC(=CC=CCC(=O)CC=O)CC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.13,S.1394.13,*C(=O)C(C)C=CC(=O)CC=CC=C1C=C(C(=O)C(C)=N)CC1,CC(=N)C(=O)C1=CC(=CC=CCC(=O)C=CC(C)C=O)CC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.15,S.1394.15,*C(=O)CCC(C)C=CC(=O)CC=CC=C1C=C(C(=O)C(C)=N)CC1,CC(=N)C(=O)C1=CC(=CC=CCC(=O)C=CC(C)CCC=O)CC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.17,S.1394.17,*C(=O)CC(=O)CCC(C)C=CC(=O)CC=CC=C1C=C(C(=O)C(C)=N)CC1,CC(=N)C(=O)C1=CC(=CC=CCC(=O)C=CC(C)CCC(=O)CC=O)CC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.19,S.1394.19,CC1=CCC(=O)C=CC=Cc2csc(n2)C(C)NC(=O)CC(=O)CC1,CC1=CCC(=O)C=CC=Cc2csc(n2)C(C)NC(=O)CC(=O)CC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.23,S.1394.23,*C1(*)CCC(C)=CCC(=O)C=CC=Cc2csc(n2)C(C)NC(=O)C1,CC1=CCC(=O)C=CC=Cc2csc(n2)C(C)NC(=O)CCCC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.836.35,S.836.35,*C(C)C(=O)S,CCC(=O)S,"['NonRibosomalPeptide', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1394', 'MA.836']"
S.836.35,S.836.27,CCC(=O)S,CCC(=O)S,['TypeIIPolyketide'],['MA.836']
S.1394.24,S.1394.24,CC1*SSC1=O,CC1*SSC1=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.25,S.1394.25,*C1(*)CCC(C)=CC(=O)C(=O)C=CCCc2csc(n2)C(C)NC(=O)C1,CC1=CC(=O)C(=O)C=CCCc2csc(n2)C(C)NC(=O)CCCC1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.1394.26,S.1394.26,*[S+]1*C(*)(C)C(=O)S1,CC1*[SH+]SC1=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1394']
S.863.1,S.863.1,Nc1c(O)cccc1C(=O)O,Nc1c(O)cccc1C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1718', 'MA.1807', 'MA.863']"
S.863.1,S.1761.26,*Oc1cccc(C(=O)O)c1N,Nc1c(O)cccc1C(=O)O,['Lincosamide'],['MA.1761']
S.863.13,S.863.13,*C(=O)c1cccc(O)c1N=*,*=Nc1c(O)cccc1C=O,['NonRibosomalPeptide'],"['MA.1718', 'MA.863']"
S.863.13,S.1761.32,*Oc1cccc(C(*)=O)c1N=*,*=Nc1c(O)cccc1C=O,['Lincosamide'],['MA.1761']
S.863.14,S.863.14,*N1CCCC1C=*,*=CC1CCCN1,['NonRibosomalPeptide'],"['MA.1718', 'MA.863']"
S.863.8,S.863.16,*Nc1c(O)cccc1C(*)=O,Nc1c(O)cccc1C=O,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1718', 'MA.1807', 'MA.863']"
S.863.8,S.863.8,*C(=O)c1cccc(O)c1N,Nc1c(O)cccc1C=O,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1807', 'MA.863']"
S.1718.6,S.1718.6,*C(*)C1CCCN1*,CC1CCCN1,['NonRibosomalPeptide'],['MA.1718']
S.863.17,S.863.17,*C(c1c[nH]c2ccccc12)C1CCCN1*,c1ccc2c(CC3CCCN3)c[nH]c2c1,['NonRibosomalPeptide'],"['MA.1718', 'MA.863']"
S.659096.1,S.659096.1,CC(C)CC/C=C/CC(=O)O,CC(C)CC/C=C/CC(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.2,S.659096.2,*C(=O)C/C=C/CCC(C)C,CC(C)CC/C=C/CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.4,S.659096.4,*C(=O)CC(=O)CC(=O)C/C=C/CCC(C)C,CC(C)CC/C=C/CC(=O)CC(=O)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.6,S.659096.6,*/N=C(/C/C=C/CCC(C)C)CC(=O)CC(*)=O,CC(C)CC/C=C/CC(=N)CC(=O)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.9,S.659096.9,CC(C)CCCCCC(=O)O,CC(C)CCCCCC(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.32,S.659096.32,*C(=O)CCCCCC(C)C,CC(C)CCCCCC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.12,S.659096.12,*C(=O)CC(=O)CC#[N+]/C=C/CCC(C)C,CC(C)CC/C=C/[N+]#CCC(=O)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.14,S.659096.14,*C(=O)CC(=O)CCCCCC(C)C,CC(C)CCCCCC(=O)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.19,S.659096.19,*C(=O)CC(=O)C/C(*)=N/C=C/CCC(C)C,CC(C)CC/C=C/N=C/CC(=O)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.18,S.659096.18,*[OH2+],[OH3+],"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.22,S.659096.22,*C(=O)CC(=O)CC(=O)CCCCCC(C)C,CC(C)CCCCCC(=O)CC(=O)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.24,S.659096.24,*C(=O)CC(=O)CC(=O)N/C=C/CCC(C)C,CC(C)CC/C=C/NC(=O)CC(=O)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.26,S.659096.26,*C(=O)CC(*)CC(=O)CCCCCC(C)C,CC(C)CCCCCC(=O)CCCC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.29,S.659096.29,*C(=O)CC(*)CC(=O)N/C=C/CCC(C)C,CC(C)CC/C=C/NC(=O)CCCC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.33,S.659096.33,*CC(CC(*)=O)N*,CC(N)CC=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.33,S.659084.83,*NC(C)CC(*)=O,CC(N)CC=O,['NonRibosomalPeptide'],['MA.659084']
S.659096.36,S.659096.36,*C(=O)CC1C=C(*)NC(CCCCC(C)C)N1,CC(C)CCCCC1NC=CC(CC=O)N1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.39,S.659096.39,*C(=O)CC1=NOC(CCCCCC(C)C)C1,CC(C)CCCCCC1CC(CC=O)=NO1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.41,S.659096.41,*C(=O)Cc1cc(*)nc(CCCCC(C)C)n1,CC(C)CCCCc1nccc(CC=O)n1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.44,S.659096.44,*C(=O)Cc1cc(CCCCCC(C)C)on1,CC(C)CCCCCc1cc(CC=O)no1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.51,S.659096.51,*C(=O)CCCc1cc(*)nc(CCCCC(C)C)n1,CC(C)CCCCc1nccc(CCCC=O)n1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.659096.49,S.659096.49,*C(=O)CCCc1cc(CCCCCC(C)C)on1,CC(C)CCCCCc1cc(CCCC=O)no1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659096']
S.991.3,S.991.3,NC(CC(=O)c1ccccc1NC=O)C(=O)O,NC(CC(=O)c1ccccc1NC=O)C(=O)O,"['Lincosamide', 'NonRibosomalPeptide']","['MA.1177', 'MA.1761', 'MA.991']"
S.991.3,S.1286.2,*c1ccc(NC=O)c(C(=O)CC(N)C(=O)O)c1,NC(CC(=O)c1ccccc1NC=O)C(=O)O,['Indole'],['MA.1286']
S.991.7,S.991.7,*C(=O)C(=O)CCC(C=O)CC(=N)C(=O)O,N=C(CC(C=O)CCC(=O)C=O)C(=O)O,"['Lincosamide', 'NonRibosomalPeptide']","['MA.1177', 'MA.991']"
S.991.9,S.991.6,Nc1ccccc1C(=O)CC(N)C(=O)O,Nc1ccccc1C(=O)CC(N)C(=O)O,"['Lincosamide', 'NonRibosomalPeptide']","['MA.1177', 'MA.1761', 'MA.991']"
S.991.9,S.991.9,*c1cccc(C(=O)CC(N)C(=O)O)c1N,Nc1ccccc1C(=O)CC(N)C(=O)O,"['Lincosamide', 'NonRibosomalPeptide']","['MA.1177', 'MA.1761', 'MA.991']"
S.991.9,S.991.13,*c1ccc(C(=O)CC(N)C(=O)O)c(N)c1*,Nc1ccccc1C(=O)CC(N)C(=O)O,"['Lincosamide', 'NonRibosomalPeptide']","['MA.1177', 'MA.991']"
S.991.9,S.1286.4,*c1ccc(N)c(C(=O)CC(N)C(=O)O)c1,Nc1ccccc1C(=O)CC(N)C(=O)O,['Indole'],['MA.1286']
S.991.11,S.991.11,*C(=O)C(=O)CCc1c[nH]c(C(=O)O)c1,O=CC(=O)CCc1c[nH]c(C(=O)O)c1,"['Lincosamide', 'NonRibosomalPeptide']","['MA.1177', 'MA.991']"
S.991.39,S.991.16,*C(O)c1cc(C=C)c[nH]1,C=Cc1c[nH]c(CO)c1,"['Lincosamide', 'NonRibosomalPeptide']","['MA.1177', 'MA.1435', 'MA.991']"
S.991.39,S.991.39,*C=Cc1c[nH]c(C(*)O)c1,C=Cc1c[nH]c(CO)c1,['NonRibosomalPeptide'],['MA.991']
