mibig_id,cluster_id,orf_id,family_id
BGC0000394,3123108725_6590_51977,3123108725_48891_49826,-1
BGC0000394,3123108725_6590_51977,3123108725_50332_51018,-1
BGC0000394,3123108725_6590_51977,3123108725_51312_51977,-1
BGC0001859,2013457736_11790_15357,2013457736_11790_12665,485
BGC0001859,2013457736_11790_15357,2013457736_12655_13221,-1
BGC0001859,2013457736_11790_15357,2013457736_13218_13955,-1
BGC0001859,2013457736_11790_15357,2013457736_13972_14544,288
BGC0001859,2013457736_11790_15357,2013457736_14572_15357,115
BGC0000938,72892890_22254_25857,72892890_22254_23561,-1
BGC0000938,72892890_22254_25857,72892890_23558_24712,534
BGC0000938,72892890_22254_25857,72892890_24709_25857,215
BGC0000395,3780453058_1325_28173,3780453058_1325_3073,274
BGC0000395,3780453058_1325_28173,3780453058_3103_4299,249
BGC0000395,3780453058_1325_28173,3780453058_4322_5356,4
BGC0000395,3780453058_1325_28173,3780453058_5359_6366,255
BGC0000395,3780453058_1325_28173,3780453058_6363_6584,-1
BGC0000395,3780453058_1325_28173,3780453058_6727_7911,8
BGC0000395,3780453058_1325_28173,3780453058_7945_9240,25
BGC0000395,3780453058_1325_28173,3780453058_9256_10293,84
BGC0000395,3780453058_1325_28173,3780453058_27268_28173,-1
BGC0001828,3133110599_5220_74569,3133110599_60549_61325,195
BGC0001828,3133110599_5220_74569,3133110599_61409_61648,157
BGC0001828,3133110599_5220_74569,3133110599_61645_61800,319
BGC0001828,3133110599_5220_74569,3133110599_61872_64040,284
BGC0001828,3133110599_5220_74569,3133110599_64115_64828,62
BGC0001845,29554154_567_26623,29554154_1856_2920,464
BGC0000431,1062971000_5643_53556,1062971000_5643_7070,525
BGC0000431,1062971000_5643_53556,1062971000_7193_8389,316
BGC0000431,1062971000_5643_53556,1062971000_8557_9864,-1
BGC0000431,1062971000_5643_53556,1062971000_9946_10656,40
BGC0000431,1062971000_5643_53556,1062971000_10667_11203,-1
BGC0000431,1062971000_5643_53556,1062971000_11229_12440,326
BGC0000431,1062971000_5643_53556,1062971000_12437_13381,115
BGC0000431,1062971000_5643_53556,1062971000_13378_14532,392
BGC0000431,1062971000_5643_53556,1062971000_14529_15557,-1
BGC0000431,1062971000_5643_53556,1062971000_15665_16672,451
BGC0000431,1062971000_5643_53556,1062971000_16689_17726,202
BGC0000431,1062971000_5643_53556,1062971000_22057_22854,195
BGC0000431,1062971000_5643_53556,1062971000_23110_23337,230
BGC0001833,649416025_10219_30015,649416025_10219_11136,231
BGC0001833,649416025_10219_30015,649416025_11196_12413,136
BGC0001833,649416025_10219_30015,649416025_12460_12864,-1
BGC0001873,3692536992_1_8606,3692536992_1_1179,491
BGC0001870,307780595_1_14658,307780595_1_1812,344
BGC0001870,307780595_1_14658,307780595_1895_4108,-1
BGC0001870,307780595_1_14658,307780595_4176_5234,-1
BGC0001870,307780595_1_14658,307780595_5221_6231,109
BGC0001870,307780595_1_14658,307780595_6236_7288,109
BGC0001870,307780595_1_14658,307780595_7288_8103,207
BGC0001870,307780595_1_14658,307780595_8105_8872,-1
BGC0001870,307780595_1_14658,307780595_9291_10907,148
BGC0001870,307780595_1_14658,307780595_10934_12253,172
BGC0001870,307780595_1_14658,307780595_12253_14658,344
BGC0001849,1156635299_1449_3727,1156635299_1449_2264,203
BGC0001849,1156635299_1449_3727,1156635299_2381_3727,273
BGC0000433,518139046_8558_39779,518139046_33985_34716,97
BGC0000433,518139046_8558_39779,518139046_34838_36148,483
BGC0000433,518139046_8558_39779,518139046_36205_36579,154
BGC0000433,518139046_8558_39779,518139046_36576_36722,135
BGC0000433,518139046_8558_39779,518139046_36719_37681,-1
BGC0000433,518139046_8558_39779,518139046_37800_39110,424
BGC0000433,518139046_8558_39779,518139046_39105_39779,403
BGC0000385,834559173_884_49278,834559173_37980_39572,44
BGC0000385,834559173_884_49278,834559173_39569_41377,465
BGC0000385,834559173_884_49278,834559173_41370_44591,175
BGC0000385,834559173_884_49278,834559173_44769_46046,0
BGC0000385,834559173_884_49278,834559173_46054_49278,175
BGC0002475,2700635278_2283_19497,2700635278_2283_3062,195
BGC0002475,2700635278_2283_19497,2700635278_3059_4174,-1
BGC0002475,2700635278_2283_19497,2700635278_13051_14817,-1
BGC0002475,2700635278_2283_19497,2700635278_14814_16568,467
BGC0002475,2700635278_2283_19497,2700635278_18595_19497,-1
BGC0000406,2837554714_2378_37823,2837554714_5940_7601,-1
BGC0000406,2837554714_2378_37823,2837554714_13771_14958,215
BGC0000406,2837554714_2378_37823,2837554714_14949_16280,367
BGC0000406,2837554714_2378_37823,2837554714_16291_17301,55
BGC0000406,2837554714_2378_37823,2837554714_17346_18287,485
BGC0000406,2837554714_2378_37823,2837554714_18284_19477,534
BGC0000406,2837554714_2378_37823,2837554714_19474_20028,-1
BGC0000406,2837554714_2378_37823,2837554714_20009_21343,485
BGC0000406,2837554714_2378_37823,2837554714_21340_22536,460
BGC0000406,2837554714_2378_37823,2837554714_22611_23501,-1
BGC0000406,2837554714_2378_37823,2837554714_23552_24952,461
BGC0000406,2837554714_2378_37823,2837554714_25008_26657,11
BGC0000406,2837554714_2378_37823,2837554714_26654_27976,464
BGC0000406,2837554714_2378_37823,2837554714_29930_30481,453
BGC0000406,2837554714_2378_37823,2837554714_30493_31392,390
BGC0000406,2837554714_2378_37823,2837554714_31389_32147,194
BGC0000406,2837554714_2378_37823,2837554714_32144_32926,195
BGC0000406,2837554714_2378_37823,2837554714_32917_34161,8
BGC0000406,2837554714_2378_37823,2837554714_34468_35388,-1
BGC0000406,2837554714_2378_37823,2837554714_35362_36612,153
BGC0000406,2837554714_2378_37823,2837554714_36630_37208,75
BGC0000406,2837554714_2378_37823,2837554714_37254_37823,-1
BGC0002423,4014534419_1_1287,4014534419_1_1287,11
BGC0000396,2831554543_1368_14288,2831554543_13254_14288,470
BGC0000411,4120888388_37_46057,4120888388_37_1485,229
BGC0000411,4120888388_37_46057,4120888388_42894_44051,0
BGC0000411,4120888388_37_46057,4120888388_44054_46057,477
BGC0001918,3067781168_2466_32000,3067781168_21243_22037,-1
BGC0001918,3067781168_2466_32000,3067781168_22074_22730,-1
BGC0001918,3067781168_2466_32000,3067781168_24201_24446,-1
BGC0001918,3067781168_2466_32000,3067781168_24646_25650,44
BGC0001918,3067781168_2466_32000,3067781168_25647_25937,-1
BGC0001918,3067781168_2466_32000,3067781168_25930_26679,230
BGC0001918,3067781168_2466_32000,3067781168_26676_27173,-1
BGC0001918,3067781168_2466_32000,3067781168_27170_28264,137
BGC0001918,3067781168_2466_32000,3067781168_28336_29145,357
BGC0001918,3067781168_2466_32000,3067781168_29138_29950,537
BGC0001918,3067781168_2466_32000,3067781168_29964_31220,-1
BGC0001918,3067781168_2466_32000,3067781168_31224_32000,36
BGC0001868,3723689198_6377_11041,3723689198_6377_7006,412
BGC0001868,3723689198_6377_11041,3723689198_7051_7902,499
BGC0001868,3723689198_6377_11041,3723689198_7884_9803,50
BGC0001868,3723689198_6377_11041,3723689198_9796_10425,438
BGC0001868,3723689198_6377_11041,3723689198_10565_11041,476
BGC0001892,3180216835_39722_47121,3180216835_40584_40805,-1
BGC0000422,3837883557_21317_46964,3837883557_21317_22831,79
BGC0000422,3837883557_21317_46964,3837883557_22963_24390,398
BGC0000422,3837883557_21317_46964,3837883557_37760_38857,39
BGC0000422,3837883557_21317_46964,3837883557_38854_41223,-1
BGC0000422,3837883557_21317_46964,3837883557_41220_41441,159
BGC0000422,3837883557_21317_46964,3837883557_41474_42574,433
BGC0000422,3837883557_21317_46964,3837883557_42666_43202,174
BGC0000422,3837883557_21317_46964,3837883557_43343_44512,259
BGC0000422,3837883557_21317_46964,3837883557_44539_45993,139
BGC0000422,3837883557_21317_46964,3837883557_46023_46964,202
BGC0001937,3045515169_444_821,3045515169_444_821,142
BGC0000421,3998493012_2804_14722,3998493012_13420_14472,39
BGC0000421,3998493012_2804_14722,3998493012_14537_14722,-1
BGC0000425,3644930573_4806_68229,3644930573_65117_66268,0
BGC0000425,3644930573_4806_68229,3644930573_66271_68229,477
BGC0001877,2556077221_36403_188943,2556077221_36403_37272,321
BGC0001877,2556077221_36403_188943,2556077221_37282_38475,277
BGC0001877,2556077221_36403_188943,2556077221_38985_39284,86
BGC0001877,2556077221_36403_188943,2556077221_39818_40168,101
BGC0001877,2556077221_36403_188943,2556077221_40441_41472,464
BGC0001877,2556077221_36403_188943,2556077221_49194_50495,360
BGC0001877,2556077221_36403_188943,2556077221_50583_51809,277
BGC0001877,2556077221_36403_188943,2556077221_51914_52927,520
BGC0001877,2556077221_36403_188943,2556077221_52927_53928,471
BGC0001877,2556077221_36403_188943,2556077221_54030_55106,129
BGC0001877,2556077221_36403_188943,2556077221_55164_56420,313
BGC0001877,2556077221_36403_188943,2556077221_56841_58052,-1
BGC0001877,2556077221_36403_188943,2556077221_58082_58285,-1
BGC0001877,2556077221_36403_188943,2556077221_138784_139920,123
BGC0001877,2556077221_36403_188943,2556077221_139917_140318,-1
BGC0001877,2556077221_36403_188943,2556077221_140373_141389,113
BGC0001877,2556077221_36403_188943,2556077221_141503_142489,98
BGC0001877,2556077221_36403_188943,2556077221_142550_145756,398
BGC0001877,2556077221_36403_188943,2556077221_145894_146544,8
BGC0001877,2556077221_36403_188943,2556077221_174697_176115,463
BGC0001877,2556077221_36403_188943,2556077221_176295_176939,8
BGC0001877,2556077221_36403_188943,2556077221_176966_177739,-1
BGC0001877,2556077221_36403_188943,2556077221_178777_181596,174
BGC0001877,2556077221_36403_188943,2556077221_182050_182790,337
BGC0001877,2556077221_36403_188943,2556077221_182800_183825,95
BGC0001877,2556077221_36403_188943,2556077221_183822_186701,174
BGC0001877,2556077221_36403_188943,2556077221_186797_187513,459
BGC0001877,2556077221_36403_188943,2556077221_187811_188104,159
BGC0001877,2556077221_36403_188943,2556077221_188443_188943,-1
BGC0000449,1798169037_1_58360,1798169037_1_825,-1
BGC0000449,1798169037_1_58360,1798169037_1209_2978,408
BGC0000449,1798169037_1_58360,1798169037_2953_4818,408
BGC0000424,3858824167_3510_33575,3858824167_3510_4259,195
BGC0000424,3858824167_3510_33575,3858824167_4249_4941,-1
BGC0000424,3858824167_3510_33575,3858824167_4947_5975,123
BGC0000413,1631721833_7705_56227,1631721833_7705_9678,477
BGC0000413,1631721833_7705_56227,1631721833_9686_11077,229
BGC0000413,1631721833_7705_56227,1631721833_11178_11477,-1
BGC0000413,1631721833_7705_56227,1631721833_11496_11933,8
BGC0000413,1631721833_7705_56227,1631721833_11944_13572,-1
BGC0000413,1631721833_7705_56227,1631721833_13780_15153,522
BGC0000413,1631721833_7705_56227,1631721833_15157_16470,168
BGC0000413,1631721833_7705_56227,1631721833_16518_17411,-1
BGC0000413,1631721833_7705_56227,1631721833_17466_18329,461
BGC0000413,1631721833_7705_56227,1631721833_18530_20182,263
BGC0000413,1631721833_7705_56227,1631721833_20284_22752,154
BGC0000413,1631721833_7705_56227,1631721833_54337_55305,39
BGC0000413,1631721833_7705_56227,1631721833_55487_56227,195
BGC0000437,3860297703_1_122698,3860297703_1_1419,229
BGC0000437,3860297703_1_122698,3860297703_1416_2246,380
BGC0000437,3860297703_1_122698,3860297703_31244_32455,309
BGC0000437,3860297703_1_122698,3860297703_32527_33459,270
BGC0000437,3860297703_1_122698,3860297703_35653_36714,123
BGC0000437,3860297703_1_122698,3860297703_36795_38495,263
BGC0000437,3860297703_1_122698,3860297703_112180_113337,0
BGC0000437,3860297703_1_122698,3860297703_113340_115301,477
BGC0000437,3860297703_1_122698,3860297703_115516_116850,-1
BGC0000437,3860297703_1_122698,3860297703_117127_118557,175
BGC0000437,3860297703_1_122698,3860297703_118554_119657,0
BGC0000437,3860297703_1_122698,3860297703_119654_122698,175
BGC0001881,2120512758_30235_42858,2120512758_37880_39928,-1
BGC0000434,3991880137_20990_52334,3991880137_20990_22894,11
BGC0000434,3991880137_20990_52334,3991880137_23253_23939,262
BGC0000434,3991880137_20990_52334,3991880137_23981_26020,11
BGC0000434,3991880137_20990_52334,3991880137_26066_26761,357
BGC0000434,3991880137_20990_52334,3991880137_31651_32397,195
BGC0000434,3991880137_20990_52334,3991880137_32468_34846,496
BGC0001872,785054436_2107_20491,785054436_3068_3991,416
BGC0001872,785054436_2107_20491,785054436_3991_5223,114
BGC0001872,785054436_2107_20491,785054436_5316_6083,305
BGC0001872,785054436_2107_20491,785054436_6080_9160,-1
BGC0000430,65735067_1_22001,65735067_1_2052,346
BGC0000430,65735067_1_22001,65735067_2249_3064,323
BGC0000430,65735067_1_22001,65735067_3187_4290,141
BGC0000430,65735067_1_22001,65735067_4421_5215,441
BGC0000430,65735067_1_22001,65735067_17795_18595,6
BGC0001923,1068140184_4625_14669,1068140184_7088_7429,241
BGC0001923,1068140184_4625_14669,1068140184_7796_8002,157
BGC0001923,1068140184_4625_14669,1068140184_8443_9150,-1
BGC0001923,1068140184_4625_14669,1068140184_14034_14669,306
BGC0000458,2613722330_415_28640,2613722330_6876_8021,451
BGC0000458,2613722330_415_28640,2613722330_8018_9094,442
BGC0000458,2613722330_415_28640,2613722330_9091_10260,3
BGC0000458,2613722330_415_28640,2613722330_10257_11600,-1
BGC0000458,2613722330_415_28640,2613722330_18171_18959,195
BGC0000458,2613722330_415_28640,2613722330_18956_20608,102
BGC0000458,2613722330_415_28640,2613722330_20605_21777,128
BGC0000458,2613722330_415_28640,2613722330_21827_22909,179
BGC0000458,2613722330_415_28640,2613722330_22906_23832,410
BGC0000458,2613722330_415_28640,2613722330_23814_25202,102
BGC0000458,2613722330_415_28640,2613722330_25199_25390,68
BGC0000458,2613722330_415_28640,2613722330_27225_28640,479
BGC0000417,2226591372_1_10657,2226591372_1_648,438
BGC0000417,2226591372_1_10657,2226591372_7959_8981,-1
BGC0000417,2226591372_1_10657,2226591372_8998_10263,303
BGC0000417,2226591372_1_10657,2226591372_10415_10657,293
BGC0001899,609987355_25444_33445,609987355_32799_33110,101
BGC0001910,3657039305_9493_10482,3657039305_9493_10482,406
BGC0000436,2362376886_457_20735,2362376886_457_1212,195
BGC0000436,2362376886_457_20735,2362376886_1187_1294,39
BGC0000436,2362376886_457_20735,2362376886_1291_2301,116
BGC0000436,2362376886_457_20735,2362376886_19461_20735,409
BGC0001047,366695512_2144_20097,366695512_18862_20097,409
BGC0001941,600309237_2216_43714,600309237_2216_4393,264
BGC0001941,600309237_2216_43714,600309237_5819_6352,-1
BGC0001941,600309237_2216_43714,600309237_6496_7392,231
BGC0001941,600309237_2216_43714,600309237_7488_8918,139
BGC0000440,3649682886_14794_53314,3649682886_14794_15477,319
BGC0000440,3649682886_14794_53314,3649682886_15659_16198,-1
BGC0000440,3649682886_14794_53314,3649682886_16311_17417,538
BGC0000440,3649682886_14794_53314,3649682886_17410_18090,48
BGC0000440,3649682886_14794_53314,3649682886_18949_20130,253
BGC0000440,3649682886_14794_53314,3649682886_20323_20625,155
BGC0000440,3649682886_14794_53314,3649682886_47908_48120,170
BGC0000440,3649682886_14794_53314,3649682886_48426_49247,416
BGC0000440,3649682886_14794_53314,3649682886_49293_51074,72
BGC0000440,3649682886_14794_53314,3649682886_51368_53314,401
BGC0000441,1110515667_9052_72347,1110515667_9052_9591,-1
BGC0000441,1110515667_9052_72347,1110515667_9704_10810,538
BGC0000441,1110515667_9052_72347,1110515667_10803_11483,48
BGC0000441,1110515667_9052_72347,1110515667_12342_13523,253
BGC0000441,1110515667_9052_72347,1110515667_13716_14018,155
BGC0000441,1110515667_9052_72347,1110515667_41286_41498,170
BGC0000441,1110515667_9052_72347,1110515667_41804_42625,416
BGC0000441,1110515667_9052_72347,1110515667_42671_44452,72
BGC0000441,1110515667_9052_72347,1110515667_44746_46692,401
BGC0000441,1110515667_9052_72347,1110515667_46776_46991,170
BGC0000441,1110515667_9052_72347,1110515667_49440_50636,69
BGC0000441,1110515667_9052_72347,1110515667_50931_52406,495
BGC0000441,1110515667_9052_72347,1110515667_53863_55089,253
BGC0000441,1110515667_9052_72347,1110515667_55235_56206,30
BGC0000441,1110515667_9052_72347,1110515667_56350_57942,44
BGC0000441,1110515667_9052_72347,1110515667_59901_60050,-1
BGC0000441,1110515667_9052_72347,1110515667_60326_61381,334
BGC0000441,1110515667_9052_72347,1110515667_62148_63137,-1
BGC0000441,1110515667_9052_72347,1110515667_63801_66257,174
BGC0000441,1110515667_9052_72347,1110515667_66456_67559,548
BGC0000441,1110515667_9052_72347,1110515667_67556_68221,12
BGC0000441,1110515667_9052_72347,1110515667_68218_69519,74
BGC0000441,1110515667_9052_72347,1110515667_69548_70354,12
BGC0000441,1110515667_9052_72347,1110515667_70393_71754,41
BGC0000441,1110515667_9052_72347,1110515667_71751_72347,231
BGC0000423,1973920869_4964_28561,1973920869_24219_25259,109
BGC0000423,1973920869_4964_28561,1973920869_25542_26651,109
BGC0000423,1973920869_4964_28561,1973920869_26656_27570,207
BGC0000423,1973920869_4964_28561,1973920869_27614_28561,424
BGC0001963,454424510_964_154666,454424510_964_1569,-1
BGC0001963,454424510_964_154666,454424510_1553_1999,8
BGC0001963,454424510_964_154666,454424510_12216_13166,26
BGC0001963,454424510_964_154666,454424510_13194_14399,430
BGC0001963,454424510_964_154666,454424510_14917_15363,158
BGC0001963,454424510_964_154666,454424510_15478_16734,-1
BGC0001963,454424510_964_154666,454424510_16939_17790,12
BGC0001963,454424510_964_154666,454424510_18233_19219,117
BGC0001963,454424510_964_154666,454424510_19216_20616,193
BGC0001963,454424510_964_154666,454424510_20625_21314,-1
BGC0001963,454424510_964_154666,454424510_21755_22525,337
BGC0001963,454424510_964_154666,454424510_22646_23605,431
BGC0001963,454424510_964_154666,454424510_24962_26125,334
BGC0001963,454424510_964_154666,454424510_26175_26483,153
BGC0001963,454424510_964_154666,454424510_26470_27330,180
BGC0001963,454424510_964_154666,454424510_27327_28040,459
BGC0001963,454424510_964_154666,454424510_28108_28866,195
BGC0001963,454424510_964_154666,454424510_28895_29893,340
BGC0001963,454424510_964_154666,454424510_29890_30696,449
BGC0001963,454424510_964_154666,454424510_30748_31563,-1
BGC0001963,454424510_964_154666,454424510_31945_32826,98
BGC0001963,454424510_964_154666,454424510_32823_33716,104
BGC0001963,454424510_964_154666,454424510_36839_37663,-1
BGC0001963,454424510_964_154666,454424510_37865_39319,463
BGC0001963,454424510_964_154666,454424510_39422_40612,439
BGC0001963,454424510_964_154666,454424510_40664_41272,8
BGC0001963,454424510_964_154666,454424510_41269_42030,153
BGC0001963,454424510_964_154666,454424510_42141_42578,-1
BGC0001963,454424510_964_154666,454424510_42587_46129,-1
BGC0001963,454424510_964_154666,454424510_49077_49301,-1
BGC0001963,454424510_964_154666,454424510_58333_58644,-1
BGC0001963,454424510_964_154666,454424510_58641_59201,371
BGC0001963,454424510_964_154666,454424510_59198_60073,123
BGC0001963,454424510_964_154666,454424510_60070_61785,436
BGC0001963,454424510_964_154666,454424510_61903_62679,195
BGC0001963,454424510_964_154666,454424510_73821_75092,14
BGC0001963,454424510_964_154666,454424510_148112_149347,8
BGC0001963,454424510_964_154666,454424510_152516_153451,-1
BGC0001963,454424510_964_154666,454424510_153461_154666,277
BGC0000435,3591747715_1065_31514,3591747715_28354_29505,0
BGC0000435,3591747715_1065_31514,3591747715_29508_31514,477
BGC0001902,1462350750_7748_33429,1462350750_7748_9157,-1
BGC0001902,1462350750_7748_33429,1462350750_9238_10308,6
BGC0001902,1462350750_7748_33429,1462350750_10315_11457,127
BGC0001902,1462350750_7748_33429,1462350750_11477_11713,-1
BGC0001902,1462350750_7748_33429,1462350750_11723_12640,152
BGC0000467,4210093065_1_13576,4210093065_1_525,-1
BGC0000467,4210093065_1_13576,4210093065_10095_11195,112
BGC0000467,4210093065_1_13576,4210093065_11192_11995,195
BGC0001055,3197109580_19375_43447,3197109580_19375_21177,-1
BGC0001055,3197109580_19375_43447,3197109580_21164_22966,228
BGC0001055,3197109580_19375_43447,3197109580_23133_24092,39
BGC0001055,3197109580_19375_43447,3197109580_39966_41066,112
BGC0001055,3197109580_19375_43447,3197109580_41063_41866,195
BGC0002570,3903916469_1743_22094,3903916469_3324_4106,195
BGC0002570,3903916469_1743_22094,3903916469_4111_5193,-1
BGC0002570,3903916469_1743_22094,3903916469_14698_15924,303
BGC0000447,4188811094_1503_68950,4188811094_1503_2315,380
BGC0000447,4188811094_1503_68950,4188811094_2636_4333,263
BGC0000447,4188811094_1503_68950,4188811094_4697_4798,157
BGC0000447,4188811094_1503_68950,4188811094_65838_66989,0
BGC0000447,4188811094_1503_68950,4188811094_66992_68950,477
BGC0001885,2359911099_14314_83425,2359911099_35174_36307,399
BGC0001885,2359911099_14314_83425,2359911099_75310_78732,176
BGC0001885,2359911099_14314_83425,2359911099_78801_80183,462
BGC0001885,2359911099_14314_83425,2359911099_80216_81595,398
BGC0001885,2359911099_14314_83425,2359911099_82688_83425,234
BGC0001917,1723600906_5828_16415,1723600906_5828_7132,97
BGC0001917,1723600906_5828_16415,1723600906_7141_8337,97
BGC0001917,1723600906_5828_16415,1723600906_8334_9620,97
BGC0001917,1723600906_5828_16415,1723600906_9610_11001,97
BGC0001917,1723600906_5828_16415,1723600906_11024_13909,25
BGC0001917,1723600906_5828_16415,1723600906_13942_14688,300
BGC0001917,1723600906_5828_16415,1723600906_14699_15529,300
BGC0001917,1723600906_5828_16415,1723600906_15519_16415,195
BGC0001909,4081483105_14159_20887,4081483105_14159_15361,-1
BGC0001909,4081483105_14159_20887,4081483105_15434_15664,47
BGC0001909,4081483105_14159_20887,4081483105_15707_15916,-1
BGC0001909,4081483105_14159_20887,4081483105_15960_16157,157
BGC0001909,4081483105_14159_20887,4081483105_16377_18416,-1
BGC0000473,4107853799_868_13221,4107853799_868_2841,40
BGC0000473,4107853799_868_13221,4107853799_2944_3195,19
BGC0000473,4107853799_868_13221,4107853799_3246_3488,153
BGC0000473,4107853799_868_13221,4107853799_3550_5880,443
BGC0000473,4107853799_868_13221,4107853799_6012_6221,105
BGC0000473,4107853799_868_13221,4107853799_6324_6482,197
BGC0000473,4107853799_868_13221,4107853799_6516_7481,-1
BGC0000473,4107853799_868_13221,4107853799_7534_8337,495
BGC0000473,4107853799_868_13221,4107853799_8577_9251,343
BGC0000473,4107853799_868_13221,4107853799_9277_13221,202
BGC0000474,3020307027_74_12508,3020307027_74_2047,40
BGC0000474,3020307027_74_12508,3020307027_2153_2404,-1
BGC0000474,3020307027_74_12508,3020307027_2455_2697,-1
BGC0000474,3020307027_74_12508,3020307027_2756_5086,443
BGC0000474,3020307027_74_12508,3020307027_5218_5511,105
BGC0000474,3020307027_74_12508,3020307027_5614_5772,189
BGC0000474,3020307027_74_12508,3020307027_5806_6771,101
BGC0000474,3020307027_74_12508,3020307027_6824_7627,65
BGC0000474,3020307027_74_12508,3020307027_7867_8541,343
BGC0000474,3020307027_74_12508,3020307027_8567_12508,202
BGC0000451,1284761716_5969_22349,1284761716_7611_8489,121
BGC0000451,1284761716_5969_22349,1284761716_8486_9253,-1
BGC0000451,1284761716_5969_22349,1284761716_9266_10435,0
BGC0000451,1284761716_5969_22349,1284761716_10432_13575,-1
BGC0000451,1284761716_5969_22349,1284761716_13572_14909,-1
BGC0000451,1284761716_5969_22349,1284761716_14893_15150,241
BGC0001924,2079199812_619_5057,2079199812_619_888,97
BGC0001924,2079199812_619_5057,2079199812_1037_1396,354
BGC0001924,2079199812_619_5057,2079199812_1684_1848,-1
BGC0001924,2079199812_619_5057,2079199812_2181_2432,39
BGC0001924,2079199812_619_5057,2079199812_2501_3283,138
BGC0001924,2079199812_619_5057,2079199812_3612_4760,-1
BGC0001924,2079199812_619_5057,2079199812_4770_5057,-1
BGC0001927,1416496199_3438_17853,1416496199_3438_4493,130
BGC0001927,1416496199_3438_17853,1416496199_4964_5923,-1
BGC0001927,1416496199_3438_17853,1416496199_7182_7799,-1
BGC0001927,1416496199_3438_17853,1416496199_7843_8757,256
BGC0001927,1416496199_3438_17853,1416496199_8741_9511,98
BGC0001927,1416496199_3438_17853,1416496199_9544_10332,-1
BGC0000450,241067735_4142_36746,241067735_21676_22374,262
BGC0000450,241067735_4142_36746,241067735_24008_26386,496
BGC0000450,241067735_4142_36746,241067735_26468_27406,223
BGC0000450,241067735_4142_36746,241067735_27480_27812,-1
BGC0000450,241067735_4142_36746,241067735_27803_29182,-1
BGC0000450,241067735_4142_36746,241067735_29169_30257,429
BGC0000450,241067735_4142_36746,241067735_30254_31000,195
BGC0000450,241067735_4142_36746,241067735_34035_34778,357
BGC0000457,3422254381_1_8873,3422254381_1_720,403
BGC0000457,3422254381_1_8873,3422254381_693_2051,172
BGC0000457,3422254381_1_8873,3422254381_6059_6277,-1
BGC0000457,3422254381_1_8873,3422254381_6430_7458,317
BGC0000457,3422254381_1_8873,3422254381_7455_8873,8
BGC0000439,577743606_365_76590,577743606_365_1279,-1
BGC0000439,577743606_365_76590,577743606_1276_2082,-1
BGC0000439,577743606_365_76590,577743606_2095_3021,328
BGC0000439,577743606_365_76590,577743606_3344_4036,230
BGC0000439,577743606_365_76590,577743606_3956_4804,188
BGC0000439,577743606_365_76590,577743606_4806_5747,211
BGC0000439,577743606_365_76590,577743606_7851_9569,167
BGC0000439,577743606_365_76590,577743606_9566_11230,167
BGC0000439,577743606_365_76590,577743606_11265_11528,392
BGC0000439,577743606_365_76590,577743606_57980_58195,230
BGC0000439,577743606_365_76590,577743606_58210_59247,428
BGC0000439,577743606_365_76590,577743606_59278_59988,357
BGC0000439,577743606_365_76590,577743606_60025_61629,226
BGC0000439,577743606_365_76590,577743606_61668_62204,323
BGC0000439,577743606_365_76590,577743606_62213_63079,537
BGC0000439,577743606_365_76590,577743606_63209_63895,293
BGC0000439,577743606_365_76590,577743606_64273_67221,174
BGC0000439,577743606_365_76590,577743606_67226_70084,174
BGC0000439,577743606_365_76590,577743606_70508_71176,394
BGC0000439,577743606_365_76590,577743606_71191_72291,6
BGC0000439,577743606_365_76590,577743606_72310_73389,127
BGC0000439,577743606_365_76590,577743606_73415_73699,359
BGC0000439,577743606_365_76590,577743606_73696_74559,152
BGC0000439,577743606_365_76590,577743606_74878_75765,393
BGC0000439,577743606_365_76590,577743606_75766_76590,12
BGC0001970,1317418604_6589_56896,1317418604_6589_7326,403
BGC0001970,1317418604_6589_56896,1317418604_7780_8043,56
BGC0001970,1317418604_6589_56896,1317418604_8725_9030,153
BGC0001970,1317418604_6589_56896,1317418604_35543_35791,110
BGC0001970,1317418604_6589_56896,1317418604_35833_37056,-1
BGC0001970,1317418604_6589_56896,1317418604_37061_38320,370
BGC0001970,1317418604_6589_56896,1317418604_38485_39927,392
BGC0001970,1317418604_6589_56896,1317418604_39988_40755,455
BGC0000455,1184821655_4784_61129,1184821655_4784_5635,259
BGC0000455,1184821655_4784_61129,1184821655_5775_7733,401
BGC0000455,1184821655_4784_61129,1184821655_35287_35496,170
BGC0000455,1184821655_4784_61129,1184821655_35584_36759,481
BGC0000455,1184821655_4784_61129,1184821655_37117_38313,69
BGC0000455,1184821655_4784_61129,1184821655_38440_39660,448
BGC0000455,1184821655_4784_61129,1184821655_39705_41180,495
BGC0000455,1184821655_4784_61129,1184821655_41236_42462,253
BGC0000455,1184821655_4784_61129,1184821655_42515_43741,253
BGC0000455,1184821655_4784_61129,1184821655_43767_44993,15
BGC0000455,1184821655_4784_61129,1184821655_44999_45820,416
BGC0000455,1184821655_4784_61129,1184821655_45860_46702,115
BGC0000455,1184821655_4784_61129,1184821655_46683_47969,25
BGC0000455,1184821655_4784_61129,1184821655_48218_49048,126
BGC0000455,1184821655_4784_61129,1184821655_50795_51985,386
BGC0000455,1184821655_4784_61129,1184821655_52104_53138,84
BGC0000455,1184821655_4784_61129,1184821655_53135_54214,78
BGC0000455,1184821655_4784_61129,1184821655_54246_55595,41
