mibig_id,cluster_id,orf_id
BGC0000418,976506966_1467_80056,976506966_62652_63761
BGC0000418,976506966_1467_80056,976506966_63778_64395
BGC0000418,976506966_1467_80056,976506966_64592_66295
BGC0000418,976506966_1467_80056,976506966_66547_67647
BGC0000418,976506966_1467_80056,976506966_67641_68303
BGC0000418,976506966_1467_80056,976506966_68300_69517
BGC0000418,976506966_1467_80056,976506966_69514_70311
BGC0000418,976506966_1467_80056,976506966_70483_71565
BGC0000418,976506966_1467_80056,976506966_71663_72064
BGC0000418,976506966_1467_80056,976506966_72093_72278
BGC0000418,976506966_1467_80056,976506966_72315_72656
BGC0000418,976506966_1467_80056,976506966_72939_73820
BGC0000418,976506966_1467_80056,976506966_73909_74556
BGC0000418,976506966_1467_80056,976506966_74833_75147
BGC0000418,976506966_1467_80056,976506966_75183_76394
BGC0000418,976506966_1467_80056,976506966_76473_76883
BGC0000418,976506966_1467_80056,976506966_76888_77874
BGC0000418,976506966_1467_80056,976506966_77966_78592
BGC0000418,976506966_1467_80056,976506966_78704_80056
BGC0001831,2174101737_5070_6152,2174101737_5070_6152
BGC0000400,3126222990_1_52556,3126222990_49006_50796
BGC0000400,3126222990_1_52556,3126222990_50793_52556
BGC0000383,650526847_412_17424,650526847_3638_4903
BGC0000496,3444944042_4542_7345,3444944042_4542_4673
BGC0000496,3444944042_4542_7345,3444944042_4718_7345
BGC0000531,3804914344_1016_7897,3804914344_1016_1885
BGC0000531,3804914344_1016_7897,3804914344_2457_2654
BGC0000531,3804914344_1016_7897,3804914344_2723_2917
BGC0000531,3804914344_1016_7897,3804914344_3072_6044
BGC0000531,3804914344_1016_7897,3804914344_6031_7308
BGC0000531,3804914344_1016_7897,3804914344_7331_7897
BGC0000553,1314869007_2904_3035,1314869007_2904_3035
BGC0000382,1886245948_6768_16867,1886245948_11510_12202
BGC0000382,1886245948_6768_16867,1886245948_12344_12547
BGC0000382,1886245948_6768_16867,1886245948_12714_13334
BGC0000382,1886245948_6768_16867,1886245948_13464_14072
BGC0000382,1886245948_6768_16867,1886245948_14069_14989
BGC0000382,1886245948_6768_16867,1886245948_15136_15942
BGC0000382,1886245948_6768_16867,1886245948_15965_16867
BGC0001819,1603313827_2338_24947,1603313827_2338_3033
BGC0001819,1603313827_2338_24947,1603313827_13982_15259
BGC0001819,1603313827_2338_24947,1603313827_15296_16981
BGC0001819,1603313827_2338_24947,1603313827_17138_17665
BGC0001819,1603313827_2338_24947,1603313827_17690_18340
BGC0001819,1603313827_2338_24947,1603313827_18345_19907
BGC0001819,1603313827_2338_24947,1603313827_20094_22943
BGC0001819,1603313827_2338_24947,1603313827_23073_24158
BGC0001819,1603313827_2338_24947,1603313827_24237_24947
BGC0000403,3634537501_2934_40806,3634537501_2934_3668
BGC0000403,3634537501_2934_40806,3634537501_37376_39076
BGC0000403,3634537501_2934_40806,3634537501_39073_40806
BGC0000408,846234042_1_41040,846234042_18315_20141
BGC0000408,846234042_1_41040,846234042_20138_21871
BGC0000388,602525003_10069_39374,602525003_29319_30638
BGC0000388,602525003_10069_39374,602525003_30658_32010
BGC0000388,602525003_10069_39374,602525003_34905_35930
BGC0000388,602525003_10069_39374,602525003_36082_36327
BGC0000388,602525003_10069_39374,602525003_36383_37264
BGC0000388,602525003_10069_39374,602525003_37264_38511
BGC0000388,602525003_10069_39374,602525003_38508_39374
BGC0001837,14445677_8640_96151,14445677_8640_9893
BGC0001837,14445677_8640_96151,14445677_9900_10157
BGC0001837,14445677_8640_96151,14445677_10420_11367
BGC0001837,14445677_8640_96151,14445677_11533_12513
BGC0001837,14445677_8640_96151,14445677_79890_81794
BGC0001837,14445677_8640_96151,14445677_82258_83937
BGC0001837,14445677_8640_96151,14445677_84038_84385
BGC0001837,14445677_8640_96151,14445677_84427_85140
BGC0001837,14445677_8640_96151,14445677_85190_86650
BGC0001837,14445677_8640_96151,14445677_86664_87431
BGC0001837,14445677_8640_96151,14445677_87419_88186
BGC0001837,14445677_8640_96151,14445677_88186_89508
BGC0001837,14445677_8640_96151,14445677_90710_91783
BGC0001837,14445677_8640_96151,14445677_91964_96151
BGC0000373,3360247925_2912_18318,3360247925_2912_3715
BGC0000373,3360247925_2912_18318,3360247925_3712_5385
BGC0000373,3360247925_2912_18318,3360247925_8836_9441
BGC0000373,3360247925_2912_18318,3360247925_9441_9905
BGC0000373,3360247925_2912_18318,3360247925_9975_11447
BGC0000373,3360247925_2912_18318,3360247925_11513_12490
BGC0000373,3360247925_2912_18318,3360247925_12619_13218
BGC0000373,3360247925_2912_18318,3360247925_13142_13912
BGC0000373,3360247925_2912_18318,3360247925_13912_15225
BGC0000373,3360247925_2912_18318,3360247925_15523_18318
BGC0002091,36849632_658_17973,36849632_658_1203
BGC0002091,36849632_658_17973,36849632_1265_1729
BGC0002091,36849632_658_17973,36849632_1777_2646
BGC0002091,36849632_658_17973,36849632_2674_3804
BGC0002091,36849632_658_17973,36849632_3821_4576
BGC0002091,36849632_658_17973,36849632_4573_6192
BGC0002091,36849632_658_17973,36849632_10315_11754
BGC0002091,36849632_658_17973,36849632_11811_12482
BGC0002091,36849632_658_17973,36849632_12636_13124
BGC0002091,36849632_658_17973,36849632_13348_13626
BGC0002091,36849632_658_17973,36849632_13929_14783
BGC0002091,36849632_658_17973,36849632_14881_16590
BGC0002091,36849632_658_17973,36849632_16802_17542
BGC0002091,36849632_658_17973,36849632_17606_17815
BGC0002091,36849632_658_17973,36849632_17857_17973
BGC0002412,1843938529_662_12427,1843938529_662_1486
BGC0002412,1843938529_662_12427,1843938529_1515_2048
BGC0002412,1843938529_662_12427,1843938529_2934_4070
BGC0002412,1843938529_662_12427,1843938529_4067_4843
BGC0002412,1843938529_662_12427,1843938529_4830_6476
BGC0002412,1843938529_662_12427,1843938529_10116_11612
BGC0002412,1843938529_662_12427,1843938529_11765_12427
BGC0000407,1173931114_1_47779,1173931114_1_1392
BGC0000407,1173931114_1_47779,1173931114_1526_2503
BGC0000407,1173931114_1_47779,1173931114_2537_4012
BGC0000407,1173931114_1_47779,1173931114_42302_42694
BGC0000407,1173931114_1_47779,1173931114_42830_44362
BGC0000407,1173931114_1_47779,1173931114_44589_44891
BGC0000407,1173931114_1_47779,1173931114_44943_46085
BGC0001095,2481273788_4836_49542,2481273788_6522_7664
BGC0001095,2481273788_4836_49542,2481273788_7804_9342
BGC0001095,2481273788_4836_49542,2481273788_9464_9844
BGC0001095,2481273788_4836_49542,2481273788_48067_49542
BGC0000394,3123108725_6590_51977,3123108725_6590_6847
BGC0000394,3123108725_6590_51977,3123108725_6844_9018
BGC0000394,3123108725_6590_51977,3123108725_9114_10118
BGC0000394,3123108725_6590_51977,3123108725_10186_10698
BGC0000394,3123108725_6590_51977,3123108725_10806_13259
BGC0000394,3123108725_6590_51977,3123108725_13240_15228
BGC0000394,3123108725_6590_51977,3123108725_18127_19131
BGC0000394,3123108725_6590_51977,3123108725_23690_23890
BGC0000394,3123108725_6590_51977,3123108725_27040_27813
BGC0000394,3123108725_6590_51977,3123108725_39551_40276
BGC0000394,3123108725_6590_51977,3123108725_40370_41425
BGC0000394,3123108725_6590_51977,3123108725_41593_42657
BGC0000394,3123108725_6590_51977,3123108725_42817_43863
BGC0000394,3123108725_6590_51977,3123108725_44009_45598
BGC0000394,3123108725_6590_51977,3123108725_45924_47546
BGC0000394,3123108725_6590_51977,3123108725_47891_48733
BGC0000394,3123108725_6590_51977,3123108725_48891_49826
BGC0000394,3123108725_6590_51977,3123108725_50332_51018
BGC0000394,3123108725_6590_51977,3123108725_51312_51977
BGC0001859,2013457736_11790_15357,2013457736_11790_12665
BGC0001859,2013457736_11790_15357,2013457736_12655_13221
BGC0001859,2013457736_11790_15357,2013457736_13218_13955
BGC0001859,2013457736_11790_15357,2013457736_13972_14544
BGC0001859,2013457736_11790_15357,2013457736_14572_15357
BGC0000938,72892890_22254_25857,72892890_22254_23561
BGC0000938,72892890_22254_25857,72892890_23558_24712
BGC0000938,72892890_22254_25857,72892890_24709_25857
BGC0000395,3780453058_1325_28173,3780453058_1325_3073
BGC0000395,3780453058_1325_28173,3780453058_3103_4299
BGC0000395,3780453058_1325_28173,3780453058_4322_5356
BGC0000395,3780453058_1325_28173,3780453058_5359_6366
BGC0000395,3780453058_1325_28173,3780453058_6363_6584
BGC0000395,3780453058_1325_28173,3780453058_6727_7911
BGC0000395,3780453058_1325_28173,3780453058_7945_9240
BGC0000395,3780453058_1325_28173,3780453058_9256_10293
BGC0000395,3780453058_1325_28173,3780453058_27268_28173
BGC0001828,3133110599_5220_74569,3133110599_60549_61325
BGC0001828,3133110599_5220_74569,3133110599_61409_61648
BGC0001828,3133110599_5220_74569,3133110599_61645_61800
BGC0001828,3133110599_5220_74569,3133110599_61872_64040
BGC0001828,3133110599_5220_74569,3133110599_64115_64828
BGC0001845,29554154_567_26623,29554154_1856_2920
BGC0000431,1062971000_5643_53556,1062971000_5643_7070
BGC0000431,1062971000_5643_53556,1062971000_7193_8389
BGC0000431,1062971000_5643_53556,1062971000_8557_9864
BGC0000431,1062971000_5643_53556,1062971000_9946_10656
BGC0000431,1062971000_5643_53556,1062971000_10667_11203
BGC0000431,1062971000_5643_53556,1062971000_11229_12440
BGC0000431,1062971000_5643_53556,1062971000_12437_13381
BGC0000431,1062971000_5643_53556,1062971000_13378_14532
BGC0000431,1062971000_5643_53556,1062971000_14529_15557
BGC0000431,1062971000_5643_53556,1062971000_15665_16672
BGC0000431,1062971000_5643_53556,1062971000_16689_17726
BGC0000431,1062971000_5643_53556,1062971000_22057_22854
BGC0000431,1062971000_5643_53556,1062971000_23110_23337
BGC0001833,649416025_10219_30015,649416025_10219_11136
BGC0001833,649416025_10219_30015,649416025_11196_12413
BGC0001833,649416025_10219_30015,649416025_12460_12864
BGC0001873,3692536992_1_8606,3692536992_1_1179
BGC0001870,307780595_1_14658,307780595_1_1812
BGC0001870,307780595_1_14658,307780595_1895_4108
BGC0001870,307780595_1_14658,307780595_4176_5234
BGC0001870,307780595_1_14658,307780595_5221_6231
BGC0001870,307780595_1_14658,307780595_6236_7288
BGC0001870,307780595_1_14658,307780595_7288_8103
BGC0001870,307780595_1_14658,307780595_8105_8872
BGC0001870,307780595_1_14658,307780595_9291_10907
BGC0001870,307780595_1_14658,307780595_10934_12253
BGC0001870,307780595_1_14658,307780595_12253_14658
BGC0001849,1156635299_1449_3727,1156635299_1449_2264
BGC0001849,1156635299_1449_3727,1156635299_2381_3727
BGC0000433,518139046_8558_39779,518139046_33985_34716
BGC0000433,518139046_8558_39779,518139046_34838_36148
BGC0000433,518139046_8558_39779,518139046_36205_36579
BGC0000433,518139046_8558_39779,518139046_36576_36722
BGC0000433,518139046_8558_39779,518139046_36719_37681
BGC0000433,518139046_8558_39779,518139046_37800_39110
BGC0000433,518139046_8558_39779,518139046_39105_39779
BGC0000385,834559173_884_49278,834559173_37980_39572
BGC0000385,834559173_884_49278,834559173_39569_41377
BGC0000385,834559173_884_49278,834559173_41370_44591
BGC0000385,834559173_884_49278,834559173_44769_46046
BGC0000385,834559173_884_49278,834559173_46054_49278
BGC0002475,2700635278_2283_19497,2700635278_2283_3062
BGC0002475,2700635278_2283_19497,2700635278_3059_4174
BGC0002475,2700635278_2283_19497,2700635278_13051_14817
BGC0002475,2700635278_2283_19497,2700635278_14814_16568
BGC0002475,2700635278_2283_19497,2700635278_18595_19497
BGC0000406,2837554714_2378_37823,2837554714_5940_7601
BGC0000406,2837554714_2378_37823,2837554714_13771_14958
BGC0000406,2837554714_2378_37823,2837554714_14949_16280
BGC0000406,2837554714_2378_37823,2837554714_16291_17301
BGC0000406,2837554714_2378_37823,2837554714_17346_18287
BGC0000406,2837554714_2378_37823,2837554714_18284_19477
BGC0000406,2837554714_2378_37823,2837554714_19474_20028
BGC0000406,2837554714_2378_37823,2837554714_20009_21343
BGC0000406,2837554714_2378_37823,2837554714_21340_22536
BGC0000406,2837554714_2378_37823,2837554714_22611_23501
BGC0000406,2837554714_2378_37823,2837554714_23552_24952
BGC0000406,2837554714_2378_37823,2837554714_25008_26657
BGC0000406,2837554714_2378_37823,2837554714_26654_27976
BGC0000406,2837554714_2378_37823,2837554714_29930_30481
BGC0000406,2837554714_2378_37823,2837554714_30493_31392
BGC0000406,2837554714_2378_37823,2837554714_31389_32147
BGC0000406,2837554714_2378_37823,2837554714_32144_32926
BGC0000406,2837554714_2378_37823,2837554714_32917_34161
BGC0000406,2837554714_2378_37823,2837554714_34468_35388
BGC0000406,2837554714_2378_37823,2837554714_35362_36612
BGC0000406,2837554714_2378_37823,2837554714_36630_37208
BGC0000406,2837554714_2378_37823,2837554714_37254_37823
BGC0002423,4014534419_1_1287,4014534419_1_1287
BGC0000396,2831554543_1368_14288,2831554543_13254_14288
BGC0000411,4120888388_37_46057,4120888388_37_1485
BGC0000411,4120888388_37_46057,4120888388_42894_44051
BGC0000411,4120888388_37_46057,4120888388_44054_46057
BGC0001918,3067781168_2466_32000,3067781168_21243_22037
BGC0001918,3067781168_2466_32000,3067781168_22074_22730
BGC0001918,3067781168_2466_32000,3067781168_24201_24446
BGC0001918,3067781168_2466_32000,3067781168_24646_25650
BGC0001918,3067781168_2466_32000,3067781168_25647_25937
BGC0001918,3067781168_2466_32000,3067781168_25930_26679
BGC0001918,3067781168_2466_32000,3067781168_26676_27173
BGC0001918,3067781168_2466_32000,3067781168_27170_28264
BGC0001918,3067781168_2466_32000,3067781168_28336_29145
BGC0001918,3067781168_2466_32000,3067781168_29138_29950
BGC0001918,3067781168_2466_32000,3067781168_29964_31220
BGC0001918,3067781168_2466_32000,3067781168_31224_32000
BGC0001868,3723689198_6377_11041,3723689198_6377_7006
BGC0001868,3723689198_6377_11041,3723689198_7051_7902
BGC0001868,3723689198_6377_11041,3723689198_7884_9803
BGC0001868,3723689198_6377_11041,3723689198_9796_10425
BGC0001868,3723689198_6377_11041,3723689198_10565_11041
BGC0001892,3180216835_39722_47121,3180216835_40584_40805
BGC0000422,3837883557_21317_46964,3837883557_21317_22831
BGC0000422,3837883557_21317_46964,3837883557_22963_24390
BGC0000422,3837883557_21317_46964,3837883557_37760_38857
BGC0000422,3837883557_21317_46964,3837883557_38854_41223
BGC0000422,3837883557_21317_46964,3837883557_41220_41441
BGC0000422,3837883557_21317_46964,3837883557_41474_42574
BGC0000422,3837883557_21317_46964,3837883557_42666_43202
BGC0000422,3837883557_21317_46964,3837883557_43343_44512
BGC0000422,3837883557_21317_46964,3837883557_44539_45993
BGC0000422,3837883557_21317_46964,3837883557_46023_46964
BGC0001937,3045515169_444_821,3045515169_444_821
BGC0000421,3998493012_2804_14722,3998493012_13420_14472
BGC0000421,3998493012_2804_14722,3998493012_14537_14722
BGC0000425,3644930573_4806_68229,3644930573_65117_66268
BGC0000425,3644930573_4806_68229,3644930573_66271_68229
BGC0001877,2556077221_36403_188943,2556077221_36403_37272
BGC0001877,2556077221_36403_188943,2556077221_37282_38475
BGC0001877,2556077221_36403_188943,2556077221_38985_39284
BGC0001877,2556077221_36403_188943,2556077221_39818_40168
BGC0001877,2556077221_36403_188943,2556077221_40441_41472
BGC0001877,2556077221_36403_188943,2556077221_49194_50495
BGC0001877,2556077221_36403_188943,2556077221_50583_51809
BGC0001877,2556077221_36403_188943,2556077221_51914_52927
BGC0001877,2556077221_36403_188943,2556077221_52927_53928
BGC0001877,2556077221_36403_188943,2556077221_54030_55106
BGC0001877,2556077221_36403_188943,2556077221_55164_56420
BGC0001877,2556077221_36403_188943,2556077221_56841_58052
BGC0001877,2556077221_36403_188943,2556077221_58082_58285
BGC0001877,2556077221_36403_188943,2556077221_138784_139920
BGC0001877,2556077221_36403_188943,2556077221_139917_140318
BGC0001877,2556077221_36403_188943,2556077221_140373_141389
BGC0001877,2556077221_36403_188943,2556077221_141503_142489
BGC0001877,2556077221_36403_188943,2556077221_142550_145756
BGC0001877,2556077221_36403_188943,2556077221_145894_146544
BGC0001877,2556077221_36403_188943,2556077221_174697_176115
BGC0001877,2556077221_36403_188943,2556077221_176295_176939
BGC0001877,2556077221_36403_188943,2556077221_176966_177739
BGC0001877,2556077221_36403_188943,2556077221_178777_181596
BGC0001877,2556077221_36403_188943,2556077221_182050_182790
BGC0001877,2556077221_36403_188943,2556077221_182800_183825
BGC0001877,2556077221_36403_188943,2556077221_183822_186701
BGC0001877,2556077221_36403_188943,2556077221_186797_187513
BGC0001877,2556077221_36403_188943,2556077221_187811_188104
BGC0001877,2556077221_36403_188943,2556077221_188443_188943
BGC0000449,1798169037_1_58360,1798169037_1_825
BGC0000449,1798169037_1_58360,1798169037_1209_2978
BGC0000449,1798169037_1_58360,1798169037_2953_4818
BGC0000424,3858824167_3510_33575,3858824167_3510_4259
BGC0000424,3858824167_3510_33575,3858824167_4249_4941
BGC0000424,3858824167_3510_33575,3858824167_4947_5975
BGC0000413,1631721833_7705_56227,1631721833_7705_9678
BGC0000413,1631721833_7705_56227,1631721833_9686_11077
BGC0000413,1631721833_7705_56227,1631721833_11178_11477
BGC0000413,1631721833_7705_56227,1631721833_11496_11933
BGC0000413,1631721833_7705_56227,1631721833_11944_13572
BGC0000413,1631721833_7705_56227,1631721833_13780_15153
BGC0000413,1631721833_7705_56227,1631721833_15157_16470
BGC0000413,1631721833_7705_56227,1631721833_16518_17411
BGC0000413,1631721833_7705_56227,1631721833_17466_18329
BGC0000413,1631721833_7705_56227,1631721833_18530_20182
BGC0000413,1631721833_7705_56227,1631721833_20284_22752
BGC0000413,1631721833_7705_56227,1631721833_54337_55305
BGC0000413,1631721833_7705_56227,1631721833_55487_56227
BGC0000437,3860297703_1_122698,3860297703_1_1419
BGC0000437,3860297703_1_122698,3860297703_1416_2246
BGC0000437,3860297703_1_122698,3860297703_31244_32455
BGC0000437,3860297703_1_122698,3860297703_32527_33459
BGC0000437,3860297703_1_122698,3860297703_35653_36714
BGC0000437,3860297703_1_122698,3860297703_36795_38495
BGC0000437,3860297703_1_122698,3860297703_112180_113337
BGC0000437,3860297703_1_122698,3860297703_113340_115301
BGC0000437,3860297703_1_122698,3860297703_115516_116850
BGC0000437,3860297703_1_122698,3860297703_117127_118557
BGC0000437,3860297703_1_122698,3860297703_118554_119657
BGC0000437,3860297703_1_122698,3860297703_119654_122698
BGC0001881,2120512758_30235_42858,2120512758_37880_39928
BGC0000434,3991880137_20990_52334,3991880137_20990_22894
BGC0000434,3991880137_20990_52334,3991880137_23253_23939
BGC0000434,3991880137_20990_52334,3991880137_23981_26020
BGC0000434,3991880137_20990_52334,3991880137_26066_26761
BGC0000434,3991880137_20990_52334,3991880137_31651_32397
BGC0000434,3991880137_20990_52334,3991880137_32468_34846
BGC0001872,785054436_2107_20491,785054436_3068_3991
BGC0001872,785054436_2107_20491,785054436_3991_5223
BGC0001872,785054436_2107_20491,785054436_5316_6083
BGC0001872,785054436_2107_20491,785054436_6080_9160
BGC0000430,65735067_1_22001,65735067_1_2052
BGC0000430,65735067_1_22001,65735067_2249_3064
BGC0000430,65735067_1_22001,65735067_3187_4290
BGC0000430,65735067_1_22001,65735067_4421_5215
BGC0000430,65735067_1_22001,65735067_17795_18595
BGC0001923,1068140184_4625_14669,1068140184_7088_7429
BGC0001923,1068140184_4625_14669,1068140184_7796_8002
BGC0001923,1068140184_4625_14669,1068140184_8443_9150
BGC0001923,1068140184_4625_14669,1068140184_14034_14669
BGC0000458,2613722330_415_28640,2613722330_6876_8021
BGC0000458,2613722330_415_28640,2613722330_8018_9094
BGC0000458,2613722330_415_28640,2613722330_9091_10260
BGC0000458,2613722330_415_28640,2613722330_10257_11600
BGC0000458,2613722330_415_28640,2613722330_18171_18959
BGC0000458,2613722330_415_28640,2613722330_18956_20608
BGC0000458,2613722330_415_28640,2613722330_20605_21777
BGC0000458,2613722330_415_28640,2613722330_21827_22909
BGC0000458,2613722330_415_28640,2613722330_22906_23832
BGC0000458,2613722330_415_28640,2613722330_23814_25202
BGC0000458,2613722330_415_28640,2613722330_25199_25390
BGC0000458,2613722330_415_28640,2613722330_27225_28640
BGC0000417,2226591372_1_10657,2226591372_1_648
BGC0000417,2226591372_1_10657,2226591372_7959_8981
BGC0000417,2226591372_1_10657,2226591372_8998_10263
BGC0000417,2226591372_1_10657,2226591372_10415_10657
BGC0001899,609987355_25444_33445,609987355_32799_33110
BGC0001910,3657039305_9493_10482,3657039305_9493_10482
BGC0000436,2362376886_457_20735,2362376886_457_1212
BGC0000436,2362376886_457_20735,2362376886_1187_1294
BGC0000436,2362376886_457_20735,2362376886_1291_2301
BGC0000436,2362376886_457_20735,2362376886_19461_20735
BGC0001047,366695512_2144_20097,366695512_18862_20097
BGC0001941,600309237_2216_43714,600309237_2216_4393
BGC0001941,600309237_2216_43714,600309237_5819_6352
BGC0001941,600309237_2216_43714,600309237_6496_7392
BGC0001941,600309237_2216_43714,600309237_7488_8918
BGC0000440,3649682886_14794_53314,3649682886_14794_15477
BGC0000440,3649682886_14794_53314,3649682886_15659_16198
BGC0000440,3649682886_14794_53314,3649682886_16311_17417
BGC0000440,3649682886_14794_53314,3649682886_17410_18090
BGC0000440,3649682886_14794_53314,3649682886_18949_20130
BGC0000440,3649682886_14794_53314,3649682886_20323_20625
BGC0000440,3649682886_14794_53314,3649682886_47908_48120
BGC0000440,3649682886_14794_53314,3649682886_48426_49247
BGC0000440,3649682886_14794_53314,3649682886_49293_51074
BGC0000440,3649682886_14794_53314,3649682886_51368_53314
BGC0000441,1110515667_9052_72347,1110515667_9052_9591
BGC0000441,1110515667_9052_72347,1110515667_9704_10810
BGC0000441,1110515667_9052_72347,1110515667_10803_11483
BGC0000441,1110515667_9052_72347,1110515667_12342_13523
BGC0000441,1110515667_9052_72347,1110515667_13716_14018
BGC0000441,1110515667_9052_72347,1110515667_41286_41498
BGC0000441,1110515667_9052_72347,1110515667_41804_42625
BGC0000441,1110515667_9052_72347,1110515667_42671_44452
BGC0000441,1110515667_9052_72347,1110515667_44746_46692
BGC0000441,1110515667_9052_72347,1110515667_46776_46991
BGC0000441,1110515667_9052_72347,1110515667_49440_50636
BGC0000441,1110515667_9052_72347,1110515667_50931_52406
BGC0000441,1110515667_9052_72347,1110515667_53863_55089
BGC0000441,1110515667_9052_72347,1110515667_55235_56206
BGC0000441,1110515667_9052_72347,1110515667_56350_57942
BGC0000441,1110515667_9052_72347,1110515667_59901_60050
BGC0000441,1110515667_9052_72347,1110515667_60326_61381
BGC0000441,1110515667_9052_72347,1110515667_62148_63137
BGC0000441,1110515667_9052_72347,1110515667_63801_66257
BGC0000441,1110515667_9052_72347,1110515667_66456_67559
BGC0000441,1110515667_9052_72347,1110515667_67556_68221
BGC0000441,1110515667_9052_72347,1110515667_68218_69519
BGC0000441,1110515667_9052_72347,1110515667_69548_70354
BGC0000441,1110515667_9052_72347,1110515667_70393_71754
BGC0000441,1110515667_9052_72347,1110515667_71751_72347
BGC0000423,1973920869_4964_28561,1973920869_24219_25259
BGC0000423,1973920869_4964_28561,1973920869_25542_26651
BGC0000423,1973920869_4964_28561,1973920869_26656_27570
BGC0000423,1973920869_4964_28561,1973920869_27614_28561
BGC0001963,454424510_964_154666,454424510_964_1569
BGC0001963,454424510_964_154666,454424510_1553_1999
BGC0001963,454424510_964_154666,454424510_12216_13166
BGC0001963,454424510_964_154666,454424510_13194_14399
BGC0001963,454424510_964_154666,454424510_14917_15363
BGC0001963,454424510_964_154666,454424510_15478_16734
BGC0001963,454424510_964_154666,454424510_16939_17790
BGC0001963,454424510_964_154666,454424510_18233_19219
BGC0001963,454424510_964_154666,454424510_19216_20616
BGC0001963,454424510_964_154666,454424510_20625_21314
BGC0001963,454424510_964_154666,454424510_21755_22525
BGC0001963,454424510_964_154666,454424510_22646_23605
BGC0001963,454424510_964_154666,454424510_24962_26125
BGC0001963,454424510_964_154666,454424510_26175_26483
BGC0001963,454424510_964_154666,454424510_26470_27330
BGC0001963,454424510_964_154666,454424510_27327_28040
BGC0001963,454424510_964_154666,454424510_28108_28866
BGC0001963,454424510_964_154666,454424510_28895_29893
BGC0001963,454424510_964_154666,454424510_29890_30696
BGC0001963,454424510_964_154666,454424510_30748_31563
BGC0001963,454424510_964_154666,454424510_31945_32826
BGC0001963,454424510_964_154666,454424510_32823_33716
BGC0001963,454424510_964_154666,454424510_36839_37663
BGC0001963,454424510_964_154666,454424510_37865_39319
BGC0001963,454424510_964_154666,454424510_39422_40612
BGC0001963,454424510_964_154666,454424510_40664_41272
BGC0001963,454424510_964_154666,454424510_41269_42030
BGC0001963,454424510_964_154666,454424510_42141_42578
BGC0001963,454424510_964_154666,454424510_42587_46129
BGC0001963,454424510_964_154666,454424510_49077_49301
BGC0001963,454424510_964_154666,454424510_58333_58644
BGC0001963,454424510_964_154666,454424510_58641_59201
BGC0001963,454424510_964_154666,454424510_59198_60073
BGC0001963,454424510_964_154666,454424510_60070_61785
BGC0001963,454424510_964_154666,454424510_61903_62679
BGC0001963,454424510_964_154666,454424510_73821_75092
BGC0001963,454424510_964_154666,454424510_148112_149347
BGC0001963,454424510_964_154666,454424510_152516_153451
BGC0001963,454424510_964_154666,454424510_153461_154666
BGC0000435,3591747715_1065_31514,3591747715_28354_29505
BGC0000435,3591747715_1065_31514,3591747715_29508_31514
BGC0001902,1462350750_7748_33429,1462350750_7748_9157
BGC0001902,1462350750_7748_33429,1462350750_9238_10308
BGC0001902,1462350750_7748_33429,1462350750_10315_11457
BGC0001902,1462350750_7748_33429,1462350750_11477_11713
BGC0001902,1462350750_7748_33429,1462350750_11723_12640
BGC0000467,4210093065_1_13576,4210093065_1_525
BGC0000467,4210093065_1_13576,4210093065_10095_11195
BGC0000467,4210093065_1_13576,4210093065_11192_11995
BGC0001055,3197109580_19375_43447,3197109580_19375_21177
BGC0001055,3197109580_19375_43447,3197109580_21164_22966
BGC0001055,3197109580_19375_43447,3197109580_23133_24092
BGC0001055,3197109580_19375_43447,3197109580_39966_41066
BGC0001055,3197109580_19375_43447,3197109580_41063_41866
BGC0002570,3903916469_1743_22094,3903916469_3324_4106
BGC0002570,3903916469_1743_22094,3903916469_4111_5193
BGC0002570,3903916469_1743_22094,3903916469_14698_15924
BGC0000447,4188811094_1503_68950,4188811094_1503_2315
BGC0000447,4188811094_1503_68950,4188811094_2636_4333
BGC0000447,4188811094_1503_68950,4188811094_4697_4798
BGC0000447,4188811094_1503_68950,4188811094_65838_66989
BGC0000447,4188811094_1503_68950,4188811094_66992_68950
BGC0001885,2359911099_14314_83425,2359911099_35174_36307
BGC0001885,2359911099_14314_83425,2359911099_75310_78732
BGC0001885,2359911099_14314_83425,2359911099_78801_80183
BGC0001885,2359911099_14314_83425,2359911099_80216_81595
BGC0001885,2359911099_14314_83425,2359911099_82688_83425
BGC0001917,1723600906_5828_16415,1723600906_5828_7132
BGC0001917,1723600906_5828_16415,1723600906_7141_8337
BGC0001917,1723600906_5828_16415,1723600906_8334_9620
BGC0001917,1723600906_5828_16415,1723600906_9610_11001
BGC0001917,1723600906_5828_16415,1723600906_11024_13909
BGC0001917,1723600906_5828_16415,1723600906_13942_14688
BGC0001917,1723600906_5828_16415,1723600906_14699_15529
BGC0001917,1723600906_5828_16415,1723600906_15519_16415
BGC0001909,4081483105_14159_20887,4081483105_14159_15361
BGC0001909,4081483105_14159_20887,4081483105_15434_15664
BGC0001909,4081483105_14159_20887,4081483105_15707_15916
BGC0001909,4081483105_14159_20887,4081483105_15960_16157
BGC0001909,4081483105_14159_20887,4081483105_16377_18416
BGC0000473,4107853799_868_13221,4107853799_868_2841
BGC0000473,4107853799_868_13221,4107853799_2944_3195
BGC0000473,4107853799_868_13221,4107853799_3246_3488
BGC0000473,4107853799_868_13221,4107853799_3550_5880
BGC0000473,4107853799_868_13221,4107853799_6012_6221
BGC0000473,4107853799_868_13221,4107853799_6324_6482
